y-position
403
403
404
404
404
404
404
404
404
404
405
405
404
404
405
404
404
404
403
403
404
405
407
408
410
411
411
411
411
412
412
412
412
412
412
412
412
412
412
412
411
411
411
410
408
408
407
406
406
406
406
406
406
406
406
404
403
403
401
399
398
395
395
395
395
395
395
395
396
396
395
393
393
393
393
392
391
391
391
391
391
391
392
394
395
395
395
397
397
397
397
397
396
394
393
393
393
394
394
394
394
393
392
389
387
387
387
387
387
387
387
386
384
383
382
381
379
379
378
377
376
375
375
375
375
375
374
374
374
374
374
374
374
374
374
374
374
374
374
373
373
373
372
371
368
366
364
363
361
362
362
362
362
362
361
361
362
362
362
362
360
360
361
361
361
361
361
360
357
357
357
357
355
355
355
353
353
354
354
354
354
353
353
353
352
352
351
351
351
353
356
359
363
365
366
370
374
377
381
384
387
389
392
394
396
399
401
402
404
406
408
411
413
416
419
422
426
428
430
430
433
436
440
442
445
446
449
451
453
454
456
459
463
467
469
